"SEQN","FSDHH","FSDAD","FSD151","FSQ165","FSQ012","FSD230","FSD162","FSQ760","FSQ653","FSD660ZC","FSD675","FSD680","FSD670ZC","FSQ690","FSQ695","FSD652ZW","FSD672ZW","FSD652CW","FSD660ZW"
115467,1,1,2,2,,,2,,,,,,,,,,,,
115468,4,4,2,1,2,,2,,,,,,,,,,,,
115469,1,1,2,2,,,2,,,,,,,,,,,,
115470,1,1,2,2,,,2,,,,,,,,,,,,
115471,3,3,2,1,1,1,1,1,,,,,,,,,,,
115472,,,,,,,,,,,,,,,,,,,
115473,2,2,2,1,1,1,1,2,,,,,,,,,,,
115474,2,2,1,1,1,1,2,,,,,,,,,,,,
115475,1,1,2,2,,,2,,2,,,,,2,,,,,
115476,,,,,,,,,2,,,,,2,,,,,
115477,1,1,2,1,2,,2,,,,,,,,,,,,
115478,1,1,2,2,,,2,,,,,,,,,,,,
115479,1,1,2,2,,,2,,,,,,,,,,,,
115480,2,2,2,2,,,2,,,,,,,,,,,,
115481,1,1,2,2,,,1,1,1,1,1,1,16,9,,,,,
115482,2,2,2,2,,,2,,,,,,,,,,,,
115483,1,1,2,2,,,2,,2,,,,,2,,,,,
115484,1,1,2,2,,,2,,,,,,,,,,,,
115485,4,4,1,1,1,1,1,1,,,,,,,,,,,
115486,1,1,2,1,1,1,1,1,,,,,,,,,,,
115487,1,1,2,2,,,2,,,,,,,,,,,,
115488,1,1,2,2,,,2,,,,,,,,,,,,
115489,,,,,,,,,,,,,,,,,,,
115490,1,1,2,1,1,1,2,,,,,,,,,,,,
115491,,,,,,,,,,,,,,,,,,,
115492,,,,,,,,,,,,,,,,,,,
115493,3,3,2,2,,,2,,,,,,,,,,,,
115494,1,1,2,2,,,2,,,,,,,,,,,,
115495,2,2,1,1,2,,2,,,,,,,,,,,,
115496,1,1,2,2,,,2,,,,,,,,,,,,
115497,,,,,,,,,2,,,,,2,,,,,
115498,1,1,2,2,,,2,,,,,,,,,,,,
115499,,,,,,,,,,,,,,,,,,,
115500,2,2,2,2,,,2,,,,,,,,,,,,
115501,1,1,2,2,,,2,,,,,,,,,,,,
115502,1,1,2,1,2,,2,,,,,,,,,,,,
115503,1,1,2,1,2,,2,,,,,,,,,,,,
115504,1,1,2,2,,,2,,,,,,,,,,,,
115505,1,1,2,2,,,1,1,1,1,1,,7,2,,,,,
115506,2,2,2,1,1,1,1,1,,,,,,,,,,,
115507,2,2,2,1,2,,2,,,,,,,,,,,,
115508,1,1,2,2,,,2,,,,,,,,,,,,
115509,2,2,2,2,,,2,,,,,,,,,,,,
115510,3,3,2,1,2,,2,,,,,,,,,,,,
115511,4,4,1,1,2,,2,,,,,,,,,,,,
115512,2,2,2,2,,,2,,,,,,,,,,,,
115513,1,1,2,1,1,1,2,,2,,,,,2,,,,,
115514,4,4,1,1,1,1,1,1,,,,,,,,,,,
115515,4,4,2,1,2,,2,,,,,,,,,,,,
115516,1,1,2,2,,,2,,,,,,,,,,,,
115517,2,2,2,2,,,2,,2,,,,,2,,,,,
115518,,,,,,,,,,,,,,,,,,,
115519,2,2,2,2,,,1,1,1,1,1,,11,1,2,,,,
115520,2,2,2,2,,,2,,,,,,,,,,,,
115521,1,1,2,2,,,2,,,,,,,,,,,,
115522,3,3,1,1,1,1,1,1,1,1,1,,8,1,2,,,,
115523,1,1,2,2,,,2,,,,,,,,,,,,
115524,2,2,2,2,,,2,,,,,,,,,,,,
115525,2,2,2,1,1,2,2,,,,,,,,,,,,
115526,1,1,2,2,,,2,,,,,,,,,,,,
115527,1,1,2,1,1,1,2,,,,,,,,,,,,
115528,4,4,1,1,1,1,1,2,,,,,,,,,,,
115529,1,1,2,1,2,,1,2,1,2,1,2,10,1,2,,,,
115530,2,2,2,2,,,2,,,,,,,,,,,,
115531,4,4,2,2,,,2,,,,,,,,,,,,
115532,1,1,2,9,,,2,,,,,,,,,,,,
115533,1,1,2,1,1,2,2,,,,,,,,,,,,
115534,2,2,2,1,2,,2,,,,,,,,,,,,
115535,4,4,2,1,1,1,2,,,,,,,,,,,,
115536,3,3,1,1,1,2,1,1,,,,,,,,,,,
115537,1,1,2,2,,,2,,,,,,,,,,,,
115538,1,1,2,2,,,2,,,,,,,,,,,,
115539,2,2,2,2,,,2,,,,,,,,,,,,
115540,1,1,2,2,,,2,,,,,,,,,,,,
115541,1,1,2,2,,,2,,2,,,,,2,,,,,
115542,4,4,1,1,1,1,2,,,,,,,,,,,,
115543,2,2,2,1,1,1,2,,,,,,,,,,,,
115544,2,2,2,2,,,2,,,,,,,,,,,,
115545,1,1,2,2,,,2,,,,,,,,,,,,
115546,1,1,2,2,,,2,,,,,,,,,,,,
115547,1,1,2,2,,,2,,,,,,,,,,,,
115548,3,3,2,1,1,1,2,,,,,,,,,,,,
115549,2,2,2,1,2,,2,,,,,,,,,,,,
115550,,,,,,,,,,,,,,,,,,,
115551,,,,,,,,,,,,,,,,1,3,2,2
115552,3,2,2,1,1,1,1,1,1,1,2,,36,2,,,,,
115553,2,2,2,1,1,1,2,,,,,,,,,,,,
115554,3,3,2,1,1,1,2,,,,,,,,,,,,
115555,1,1,2,1,2,,2,,,,,,,,,,,,
115556,1,1,2,1,2,,2,,,,,,,,,,,,
115557,1,1,2,2,,,2,,2,,,,,2,,,,,
115558,1,1,2,1,2,,2,,,,,,,,,,,,
115559,,,,,,,,,,,,,,,,,,,
115560,4,4,1,1,1,1,2,,,,,,,,,,,,
115561,1,1,2,2,,,2,,,,,,,,,,,,
115562,2,2,2,2,,,2,,,,,,,,,,,,
115563,,,,,,,,,,,,,,,,,,,
115564,3,3,2,1,1,1,1,1,1,1,1,,11,2,,,,,
115565,2,2,2,2,,,1,1,1,1,1,,6,1,5,,,,
115566,1,1,2,2,,,2,,,,,,,,,,,,
115567,1,1,2,1,2,,2,,1,2,1,2,10,2,,,,,
115568,2,2,2,1,1,1,1,1,1,2,1,1,48,1,3,,,,
115569,1,1,2,2,,,2,,,,,,,,,,,,
115570,1,1,2,2,,,2,,,,,,,,,,,,
115571,1,1,2,2,,,2,,,,,,,,,,,,
115572,1,1,2,1,1,1,2,,,,,,,,,,,,
115573,1,1,2,1,2,,2,,,,,,,,,,,,
115574,1,1,2,2,,,2,,,,,,,,,,,,
115575,1,1,2,2,,,2,,,,,,,,,,,,
115576,2,2,2,1,2,,2,,,,,,,,,,,,
115577,2,2,2,2,,,2,,,,,,,,,,,,
115578,2,2,2,1,1,1,2,,,,,,,,,,,,
115579,1,1,2,2,,,2,,,,,,,,,,,,
115580,3,3,2,1,1,1,2,,,,,,,,,,,,
115581,2,2,2,2,,,2,,,,,,,,,,,,
115582,1,1,2,2,,,2,,2,,,,,2,,,,,
115583,1,1,2,2,,,2,,,,,,,,,,,,
115584,1,1,2,1,1,2,2,,,,,,,,,,,,
115585,1,1,2,2,,,2,,,,,,,,,,,,
115586,3,3,2,2,,,2,,,,,,,,,,,,
115587,3,3,2,2,,,2,,,,,,,,,,,,
115588,,,7,7,,,2,,,,,,,,,,,,
115589,2,2,2,1,1,1,2,,1,2,1,2,6,1,3,,,,
115590,1,1,2,2,,,2,,,,,,,,,,,,
115591,1,1,2,1,1,1,2,,,,,,,,,,,,
115592,1,1,2,2,,,2,,,,,,,,,,,,
115593,1,1,2,1,1,1,2,,,,,,,,,,,,
115594,4,4,1,2,,,2,,,,,,,,,,,,
115595,1,1,2,2,,,2,,,,,,,,,,,,
115596,1,1,2,2,,,2,,,,,,,,,,,,
115597,3,3,2,2,,,1,1,1,2,1,1,24,1,3,,,,
115598,1,1,2,2,,,2,,,,,,,,,,,,
115599,1,1,2,2,,,2,,,,,,,,,,,,
115600,1,1,2,2,,,2,,,,,,,,,,,,
115601,3,3,1,1,2,,2,,,,,,,,,,,,
115602,1,1,2,2,,,2,,2,,,,,2,,,,,
115603,,,,,,,,,,,,,,,,,,,
115604,2,2,2,2,,,2,,,,,,,,,,,,
115605,1,1,2,1,1,1,2,,,,,,,,,,,,
115606,1,1,2,2,,,2,,,,,,,,,,,,
115607,1,1,2,2,,,1,2,1,2,1,1,13,1,3,,,,
115608,1,1,2,2,,,2,,,,,,,,,,,,
115609,1,1,2,2,,,2,,,,,,,,,,,,
115610,1,1,2,2,,,2,,,,,,,,,,,,
115611,1,1,2,1,2,,2,,,,,,,,,,,,
115612,2,2,2,2,,,2,,2,,,,,2,,,,,
115613,1,1,1,1,1,1,2,,,,,,,,,,,,
115614,1,1,2,2,,,2,,,,,,,,,,,,
115615,1,1,2,2,,,2,,,,,,,,,,,,
115616,1,1,2,1,2,,1,1,1,1,1,,1,9,,,,,
115617,1,1,2,2,,,2,,,,,,,,,,,,
115618,1,1,2,1,2,,2,,,,,,,,,,,,
115619,1,1,2,1,2,,2,,,,,,,,,,,,
115620,1,1,2,1,1,9,2,,,,,,,,,,,,
115621,,,,,,,,,,,,,,,,,,,
115622,,,,,,,,,,,,,,,,,,,
115623,3,3,2,1,1,1,1,2,,,,,,,,,,,
115624,3,3,2,2,,,1,1,,,,,,,,,,,
115625,4,4,1,1,2,,2,,,,,,,,,,,,
115626,1,1,2,2,,,2,,2,,,,,2,,,,,
115627,1,1,2,2,,,2,,,,,,,,,,,,
115628,3,3,2,1,1,1,1,1,1,1,1,1,24,1,3,,,,
115629,2,2,2,2,,,2,,,,,,,,,,,,
115630,1,1,2,1,1,1,2,,,,,,,,,,,,
115631,1,1,2,1,1,1,2,,,,,,,,,,,,
115632,4,4,2,1,1,1,2,,,,,,,,,,,,
115633,2,2,1,2,,,2,,,,,,,,,,,,
115634,1,1,2,2,,,2,,,,,,,,,,,,
115635,2,2,2,1,1,1,1,2,,,,,,,,,,,
115636,1,1,2,1,2,,2,,,,,,,,,,,,
115637,1,1,2,1,1,1,9,,,,,,,,,,,,
115638,1,1,2,1,2,,2,,,,,,,,,,,,
115639,1,1,2,2,,,2,,,,,,,,,,,,
115640,2,2,2,1,2,,1,1,1,1,1,,48,1,4,,,,
115641,1,1,2,1,2,,2,,,,,,,,,,,,
115642,1,1,2,1,1,1,1,1,1,1,1,1,18,1,5,,,,
115643,1,1,2,2,,,2,,,,,,,,,,,,
115644,3,3,1,2,,,2,,,,,,,,,,,,
115645,2,2,2,2,,,2,,,,,,,,,,,,
115646,1,1,2,2,,,2,,,,,,,,,,,,
115647,4,4,2,1,1,1,2,,,,,,,,,,,,
115648,,,,,,,,,,,,,,,,,,,
115649,2,2,2,1,1,1,2,,,,,,,,,,,,
115650,,,,,,,,,2,,,,,2,,,,,
115651,1,1,2,2,,,2,,,,,,,,,,,,
115652,1,1,2,2,,,2,,,,,,,,,,,,
115653,1,1,2,2,,,2,,1,2,1,2,7,1,4,,,,
115654,1,1,2,1,1,1,2,,,,,,,,,,,,
115655,3,3,2,1,1,1,1,1,1,2,1,1,60,1,2,,,,
115656,3,3,2,2,,,2,,,,,,,,,,,,
115657,1,1,2,2,,,2,,,,,,,,,,,,
115658,3,2,2,1,1,1,2,,,,,,,,,,,,
115659,1,1,2,2,,,2,,,,,,,,,,,,
115660,,,,,,,,,,,,,,,,,,,
115661,1,1,2,2,,,2,,,,,,,,,,,,
115662,1,1,2,2,,,2,,,,,,,,,,,,
115663,1,1,2,2,,,2,,,,,,,,,,,,
115664,4,4,1,1,1,1,1,1,1,1,1,,4,1,1,,,,
115665,,,,,,,,,,,,,,,,,,,
115666,1,1,2,2,,,2,,,,,,,,,,,,
115667,2,2,2,1,2,,2,,,,,,,,,,,,
115668,1,1,2,2,,,2,,,,,,,,,,,,
115669,1,1,2,2,,,2,,,,,,,,,,,,
115670,1,1,2,1,2,,2,,,,,,,,,,,,
115671,1,1,2,2,,,2,,,,,,,,,,,,
115672,1,1,2,2,,,2,,2,,,,,2,,,,,
115673,4,4,1,1,1,1,2,,,,,,,,,,,,
115674,1,1,2,2,,,2,,,,,,,,,,,,
115675,4,4,1,1,1,1,1,1,,,,,,,,1,2,1,2
115676,1,1,2,2,,,2,,,,,,,,,,,,
115677,2,2,2,1,2,,2,,,,,,,,,,,,
115678,3,2,2,1,1,1,1,2,,,,,,,,,,,
115679,3,3,1,1,1,2,2,,,,,,,,,,,,
115680,1,1,2,2,,,2,,,,,,,,,,,,
115681,3,2,2,1,1,1,2,,2,,,,,2,,,,,
115682,4,4,2,1,1,1,2,,1,2,1,1,12,1,6,,,,
115683,1,1,2,2,,,2,,,,,,,,,,,,
115684,1,1,2,1,2,,2,,,,,,,,,,,,
115685,3,4,1,1,1,1,1,1,,,,,,,,,,,
115686,1,1,2,2,,,2,,,,,,,,,,,,
115687,3,3,2,1,1,1,2,,,,,,,,,,,,
115688,3,2,2,1,1,1,2,,,,,,,,,,,,
115689,,,,,,,,,1,2,1,1,36,1,5,,,,
115690,1,1,2,2,,,2,,,,,,,,,,,,
115691,3,3,2,1,2,,2,,1,2,1,1,36,1,1,,,,
115692,1,1,2,2,,,2,,,,,,,,,,,,
115693,1,1,2,2,,,1,1,1,1,1,,6,1,3,,,,
115694,2,2,2,1,2,,2,,,,,,,,,,,,
115695,1,1,2,1,2,,2,,,,,,,,,,,,
115696,1,1,2,2,,,1,1,1,1,1,,6,1,5,,,,
115697,1,1,2,2,,,2,,,,,,,,,,,,
115698,,,,,,,,,,,,,,,,,,,
115699,2,2,2,2,,,1,1,,,,,,,,,,,
115700,3,3,1,1,1,1,1,1,,,,,,,,,,,
115701,1,1,2,2,,,2,,,,,,,,,,,,
115702,4,3,2,1,1,1,2,,,,,,,,,,,,
115703,1,1,2,2,,,2,,2,,,,,2,,,,,
115704,1,1,2,1,1,1,1,1,1,1,1,,7,1,1,,,,
115705,1,1,2,2,,,2,,,,,,,,,,,,
115706,2,2,2,2,,,2,,,,,,,,,,,,
115707,1,1,2,2,,,2,,,,,,,,,,,,
115708,2,2,2,2,,,1,1,1,1,1,1,16,1,2,,,,
115709,1,1,2,2,,,2,,,,,,,,,,,,
115710,1,1,2,1,2,,2,,,,,,,,,,,,
115711,1,1,2,1,2,,2,,,,,,,,,,,,
115712,,,,,,,,,,,,,,,,,,,
115713,2,2,2,1,2,,2,,1,2,1,1,36,1,2,,,,
115714,1,1,2,2,,,1,1,,,,,,,,,,,
115715,2,2,2,1,1,1,1,1,,,,,,,,,,,
115716,2,2,1,1,2,,2,,1,2,1,1,36,1,2,,,,
115717,2,2,2,1,2,,2,,1,2,1,2,12,9,,,,,
115718,2,2,2,1,1,1,2,,,,,,,,,,,,
115719,1,1,2,1,1,1,2,,,,,,,,,,,,
115720,3,3,2,1,2,,2,,,,,,,,,,,,
115721,1,1,2,1,1,1,2,,1,2,1,2,12,1,2,,,,
115722,2,2,2,1,1,1,1,2,1,2,1,1,60,1,1,,,,
115723,1,1,2,1,1,1,1,2,1,2,1,,6,2,,,,,
115724,1,1,2,1,2,,2,,,,,,,,,,,,
115725,,,,,,,,,2,,,,,2,,,,,
115726,1,1,2,2,,,2,,2,,,,,2,,,,,
115727,2,2,2,2,,,2,,,,,,,,,,,,
115728,1,1,2,2,,,2,,,,,,,,,,,,
115729,,,,,,,,,,,,,,,,,,,
115730,1,1,2,1,1,1,2,,,,,,,,,,,,
115731,4,4,1,1,1,1,2,,,,,,,,,,,,
115732,1,1,2,1,2,,2,,,,,,,,,,,,
115733,,,,,,,,,,,,,,,,,,,
115734,,,2,9,,,1,1,,,,,,,,,,,
115735,,,,,,,,,,,,,,,,,,,
115736,3,3,2,1,1,1,2,,,,,,,,,,,,
115737,1,1,2,2,,,2,,,,,,,,,,,,
115738,3,2,2,1,1,1,2,,1,2,1,2,12,1,6,,,,
115739,1,1,2,2,,,2,,,,,,,,,,,,
115740,2,2,2,1,1,1,2,,,,,,,,,,,,
115741,3,3,2,2,,,2,,,,,,,,,,,,
115742,2,2,2,1,1,1,2,,,,,,,,,,,,
115743,2,2,2,1,1,1,2,,,,,,,,,,,,
115744,1,1,2,1,1,1,2,,,,,,,,,,,,
115745,1,1,2,2,,,2,,2,,,,,2,,,,,
115746,2,2,2,2,,,2,,,,,,,,,,,,
115747,1,1,2,1,2,,2,,,,,,,,,,,,
115748,2,2,1,1,1,1,1,2,1,2,1,2,12,1,3,,,,
115749,3,3,2,2,,,2,,,,,,,,,,,,
115750,1,1,2,2,,,2,,,,,,,,,,,,
115751,1,1,2,2,,,2,,,,,,,,,,,,
115752,4,4,2,1,1,1,2,,,,,,,,,,,,
115753,1,1,2,2,,,2,,,,,,,,,,,,
115754,1,1,2,1,2,,2,,,,,,,,,,,,
115755,1,1,2,2,,,2,,1,2,1,2,3,2,,,,,
115756,1,1,2,1,2,,2,,,,,,,,,,,,
115757,1,1,2,2,,,2,,,,,,,,,,,,
115758,2,2,2,1,1,1,1,2,1,2,1,1,36,1,6,,,,
115759,1,1,2,2,,,2,,,,,,,,,,,,
115760,,,,,,,,,,,,,,,,,,,
115761,1,1,2,2,,,2,,2,,,,,2,,,,,
115762,3,3,2,1,1,1,2,,,,,,,,,,,,
115763,2,2,1,1,2,,2,,1,2,1,1,48,1,3,,,,
115764,1,1,2,1,1,1,9,,,,,,,,,,,,
115765,1,1,2,2,,,2,,,,,,,,,,,,
115766,1,1,2,2,,,2,,,,,,,,,,,,
115767,1,1,2,1,1,1,2,,,,,,,,,,,,
115768,1,1,2,2,,,1,1,1,1,1,,6,2,,,,,
115769,1,1,2,1,1,1,1,1,1,1,1,1,24,1,2,,,,
115770,3,3,2,1,1,1,1,2,,,,,,,,,,,
115771,1,1,2,2,,,2,,1,2,1,1,24,1,4,,,,
115772,1,1,2,2,,,2,,,,,,,,,,,,
115773,1,1,2,2,,,2,,,,,,,,,,,,
115774,1,1,2,1,2,,2,,,,,,,,,,,,
115775,1,1,2,2,,,2,,,,,,,,,,,,
115776,1,1,2,2,,,2,,,,,,,,,,,,
115777,3,3,2,1,2,,2,,,,,,,,,,,,
115778,,,,,,,,,,,,,,,,,,,
115779,,,,,,,,,,,,,,,,,,,
115780,2,2,1,1,1,1,2,,,,,,,,,,,,
115781,3,4,2,2,,,2,,2,,,,,2,,,,,
115782,1,1,2,1,2,,2,,,,,,,,,,,,
115783,,,,,,,,,,,,,,,,,,,
115784,,,,,,,,,1,1,1,1,36,2,,,,,
115785,1,1,2,2,,,2,,,,,,,,,,,,
115786,3,2,2,1,1,1,2,,,,,,,,,,,,
115787,3,2,1,1,2,,2,,1,2,1,1,36,1,6,,,,
115788,1,1,2,1,2,,2,,,,,,,,,,,,
115789,,,,,,,,,1,1,1,,60,1,5,,,,
115790,1,1,2,2,,,2,,,,,,,,,,,,
115791,1,1,2,2,,,2,,,,,,,,,,,,
115792,1,1,2,2,,,2,,,,,,,,,,,,
115793,4,4,1,1,1,1,1,1,,,,,,,,,,,
115794,1,1,2,1,1,1,1,1,,,,,,,,,,,
115795,1,1,2,1,1,2,1,2,1,2,1,2,12,2,,,,,
115796,1,1,2,2,,,2,,,,,,,,,,,,
115797,1,1,2,2,,,2,,,,,,,,,,,,
115798,4,3,2,2,,,2,,,,,,,,,,,,
115799,1,1,2,2,,,2,,,,,,,,,,,,
115800,1,1,2,1,1,2,2,,,,,,,,,,,,
115801,3,3,2,2,,,2,,,,,,,,,,,,
115802,4,4,1,1,2,,2,,,,,,,,,,,,
115803,1,1,2,2,,,2,,,,,,,,,,,,
115804,1,1,2,2,,,2,,,,,,,,,,,,
115805,1,1,2,2,,,2,,,,,,,,,,,,
115806,,,,,,,,,,,,,,,,,,,
115807,1,1,2,2,,,2,,,,,,,,,,,,
115808,1,1,2,1,1,1,2,,,,,,,,,,,,
115809,1,1,2,1,2,,2,,,,,,,,,,,,
115810,1,1,2,2,,,2,,,,,,,,,,,,
115811,4,4,1,1,1,1,1,1,,,,,,,,,,,
115812,2,2,1,1,1,1,2,,,,,,,,,,,,
115813,2,2,2,1,1,1,2,,,,,,,,,,,,
115814,,,,,,,,,,,,,,,,,,,
115815,1,1,2,2,,,2,,,,,,,,,,,,
115816,1,1,2,1,2,,2,,,,,,,,,,,,
115817,3,3,2,1,2,,2,,,,,,,,,,,,
115818,2,2,2,2,,,2,,,,,,,,,,,,
115819,3,3,2,1,1,1,1,1,1,1,1,,1,1,2,,,,
115820,4,4,2,1,2,,2,,,,,,,,,,,,
115821,1,1,2,1,2,,2,,,,,,,,,,,,
115822,4,4,1,1,1,1,2,,,,,,,,,,,,
115823,4,4,2,2,,,1,1,1,1,1,,2,2,,,,,
115824,1,1,2,1,1,2,2,,,,,,,,,,,,
115825,3,3,2,2,,,1,2,,,,,,,,,,,
115826,4,4,1,1,2,,2,,,,,,,,,,,,
115827,2,2,2,2,,,2,,,,,,,,,,,,
115828,2,2,2,2,,,1,1,1,1,1,,9,2,,,,,
115829,3,3,1,1,2,,2,,,,,,,,,,,,
115830,1,1,2,2,,,2,,2,,,,,2,,,,,
115831,4,4,1,1,1,1,2,,,,,,,,,,,,
115832,3,2,2,1,1,1,1,1,,,,,,,,,,,
115833,3,3,2,1,1,2,2,,,,,,,,,,,,
115834,2,2,2,2,,,2,,,,,,,,,,,,
115835,1,1,2,1,2,,2,,,,,,,,,,,,
115836,1,1,2,1,1,1,1,1,1,1,1,1,22,1,4,,,,
115837,,,,,,,,,,,,,,,,,,,
115838,1,1,2,2,,,2,,2,,,,,2,,,,,
115839,3,3,2,2,,,1,1,,,,,,,,,,,
115840,3,2,2,2,,,2,,2,,,,,2,,,,,
115841,3,2,2,1,1,1,2,,,,,,,,,,,,
115842,1,1,1,1,2,,2,,,,,,,,,,,,
115843,1,1,2,2,,,2,,,,,,,,,,,,
115844,3,3,2,2,,,2,,,,,,,,,,,,
115845,1,1,2,2,,,2,,,,,,,,,,,,
115846,1,1,2,2,,,2,,,,,,,,,,,,
115847,2,2,2,2,,,2,,,,,,,,,,,,
115848,1,1,2,2,,,2,,,,,,,,,,,,
115849,4,4,2,2,,,2,,,,,,,,,,,,
115850,1,1,2,2,,,2,,,,,,,,,,,,
115851,2,2,2,1,1,1,2,,,,,,,,,,,,
115852,1,1,2,1,1,1,2,,,,,,,,,,,,
115853,1,1,2,2,,,2,,,,,,,,,,,,
115854,1,1,2,1,1,1,1,1,,,,,,,,,,,
115855,1,1,2,2,,,2,,,,,,,,,,,,
115856,3,3,1,1,1,1,2,,,,,,,,,,,,
115857,1,1,2,2,,,2,,2,,,,,2,,,,,
115858,1,1,2,2,,,2,,,,,,,,,,,,
115859,3,3,2,1,1,1,1,1,,,,,,,,,,,
115860,1,1,2,2,,,2,,,,,,,,,,,,
115861,1,1,2,2,,,2,,,,,,,,,,,,
115862,4,4,2,1,1,2,2,,,,,,,,,,,,
115863,3,3,2,1,1,1,2,,,,,,,,,,,,
115864,2,2,2,1,2,,2,,,,,,,,,,,,
115865,1,1,2,2,,,2,,,,,,,,,,,,
115866,1,1,2,2,,,2,,2,,,,,2,,,,,
115867,1,1,2,2,,,2,,,,,,,,,,,,
115868,2,2,2,1,2,,2,,,,,,,,,,,,
115869,1,1,2,1,2,,2,,2,,,,,2,,,,,
115870,1,1,2,1,2,,2,,,,,,,,,,,,
115871,,,,,,,,,2,,,,,2,,,,,
115872,1,1,2,1,2,,2,,2,,,,,2,,,,,
115873,1,1,1,1,2,,2,,2,,,,,2,,,,,
115874,4,4,2,1,1,1,2,,,,,,,,,,,,
115875,1,1,2,2,,,2,,,,,,,,,,,,
115876,2,2,2,1,1,1,2,,,,,,,,,,,,
115877,1,1,2,2,,,2,,2,,,,,2,,,,,
115878,2,2,2,1,1,1,2,,,,,,,,,,,,
115879,1,1,2,2,,,2,,,,,,,,,,,,
115880,3,3,2,2,,,2,,,,,,,,,,,,
115881,1,1,2,2,,,2,,2,,,,,2,,,,,
115882,1,1,2,2,,,2,,,,,,,,,,,,
115883,4,4,1,1,2,,2,,,,,,,,,,,,
115884,,,,,,,,,,,,,,,,,,,
115885,1,1,2,2,,,2,,,,,,,,,,,,
115886,1,1,2,2,,,2,,,,,,,,,,,,
115887,3,3,2,1,1,2,2,,,,,,,,,,,,
115888,1,1,2,2,,,2,,,,,,,,,,,,
115889,4,4,2,1,1,1,2,,,,,,,,,,,,
115890,3,3,1,1,1,1,2,,,,,,,,,,,,
115891,1,1,2,2,,,2,,,,,,,,,,,,
115892,1,1,2,2,,,2,,,,,,,,,,,,
115893,1,1,2,2,,,2,,,,,,,,,,,,
115894,1,1,2,2,,,2,,,,,,,,,,,,
115895,3,3,1,2,,,2,,,,,,,,,,,,
115896,1,1,2,2,,,2,,,,,,,,,,,,
115897,2,2,2,1,2,,2,,,,,,,,,,,,
115898,1,1,2,1,2,,2,,,,,,,,,,,,
115899,2,2,2,1,1,1,2,,,,,,,,,,,,
115900,,,,,,,,,,,,,,,,,,,
115901,4,4,1,1,1,1,1,1,,,,,,,,,,,
115902,3,2,2,1,1,1,2,,,,,,,,,2,,2,2
115903,2,2,1,1,2,,2,,,,,,,,,,,,
115904,1,1,2,2,,,2,,,,,,,,,,,,
115905,3,2,2,2,,,2,,,,,,,,,,,,
115906,1,1,2,2,,,2,,2,,,,,2,,,,,
115907,1,1,2,2,,,2,,,,,,,,,,,,
115908,3,3,2,1,2,,2,,,,,,,,,,,,
115909,,,,,,,,,,,,,,,,,,,
115910,3,3,1,1,2,,2,,,,,,,,,,,,
115911,1,1,1,1,1,1,1,1,1,1,1,1,38,1,4,,,,
115912,4,4,2,2,,,2,,,,,,,,,,,,
115913,2,2,2,1,1,1,2,,,,,,,,,,,,
115914,,,,,,,,,,,,,,,,,,,
115915,1,1,2,2,,,2,,,,,,,,,,,,
115916,1,1,2,1,1,1,1,1,1,1,1,,11,1,3,,,,
115917,1,1,2,2,,,2,,,,,,,,,,,,
115918,1,1,2,1,1,1,1,1,1,1,1,,4,1,1,,,,
115919,3,3,1,1,1,1,2,,,,,,,,,,,,
115920,1,1,1,1,1,1,2,,2,,,,,2,,,,,
115921,3,3,2,1,2,,2,,,,,,,,,,,,
115922,1,1,2,2,,,2,,,,,,,,,,,,
115923,1,1,2,1,2,,2,,,,,,,,,2,,2,2
115924,1,1,2,1,2,,2,,,,,,,,,,,,
115925,2,2,2,2,,,2,,,,,,,,,,,,
115926,1,1,2,1,1,1,1,1,,,,,,,,,,,
115927,,,,,,,,,,,,,,,,,,,
115928,1,1,2,1,2,,2,,,,,,,,,,,,
115929,1,1,2,2,,,2,,,,,,,,,,,,
115930,1,1,2,1,1,1,2,,,,,,,,,,,,
115931,1,1,2,2,,,2,,,,,,,,,,,,
115932,3,3,2,2,,,2,,,,,,,,,,,,
115933,2,2,2,2,,,2,,,,,,,,,,,,
115934,1,1,2,2,,,2,,,,,,,,,,,,
115935,3,3,2,2,,,2,,,,,,,,,,,,
115936,3,3,2,1,1,1,2,,,,,,,,,,,,
115937,1,1,2,2,,,2,,2,,,,,2,,,,,
115938,4,4,1,1,1,1,1,1,1,1,1,1,23,1,7,,,,
115939,1,1,2,2,,,2,,,,,,,,,,,,
115940,1,1,2,1,1,1,1,2,2,,,,,1,4,,,,
115941,1,1,2,1,2,,2,,,,,,,,,,,,
115942,1,1,2,2,,,2,,,,,,,,,,,,
115943,1,1,2,2,,,2,,,,,,,,,,,,
115944,4,4,1,1,2,,2,,,,,,,,,,,,
115945,,,,,,,,,,,,,,,,,,,
115946,1,1,2,1,1,1,1,1,1,1,1,1,12,1,5,,,,
115947,1,1,1,1,2,,2,,,,,,,,,,,,
115948,4,3,2,1,1,1,2,,,,,,,,,,,,
115949,1,1,2,2,,,2,,,,,,,,,,,,
115950,3,4,2,1,1,1,1,1,,,,,,,,,,,
115951,1,1,2,1,2,,2,,,,,,,,,,,,
115952,1,1,2,2,,,2,,,,,,,,,,,,
115953,2,2,2,1,1,1,2,,,,,,,,,,,,
115954,1,1,2,2,,,2,,,,,,,,,,,,
115955,1,1,2,2,,,2,,,,,,,,,,,,
115956,1,1,2,2,,,2,,,,,,,,,,,,
