"SEQN","INDFMMPI","INDFMMPC"
121031,0.99,1
121032,0.75,1
121033,0,1
121034,,
121035,0.33,1
121036,,
121037,,
121038,3.33,3
121039,,
121040,3.66,3
121041,0.96,1
121042,,
121043,,
121044,1.39,2
121045,1.66,2
121046,0.35,1
121047,5,3
121048,,
121049,0.14,1
121050,0.81,1
121051,1.83,2
121052,,1
121053,0.46,1
121054,4.73,3
121055,1.03,1
121056,0.39,1
121057,2.48,3
121058,,9
121059,0.98,1
121060,1.98,3
121061,1.12,1
121062,0.42,1
121063,1.01,1
121064,4.54,3
121065,1.27,1
121066,5,3
121067,5,3
121068,0.92,1
121069,,9
121070,5,3
121071,1.73,2
121072,,
121073,2.7,3
121074,1.92,3
121075,1.22,1
121076,2.89,3
121077,0.82,1
121078,0.98,1
121079,0.92,1
121080,1.48,2
121081,2.5,3
121082,1.4,2
121083,0.77,1
121084,3.69,3
121085,4.04,3
121086,5,3
121087,0.2,1
121088,1.86,3
121089,,
121090,4.73,3
121091,0.6,1
121092,,7
121093,,9
121094,,
121095,0.96,1
121096,,
121097,0.69,1
121098,0.89,1
121099,1.99,3
121100,2.82,3
121101,0.51,1
121102,1.14,1
121103,1.03,1
121104,1.56,2
121105,0.87,1
121106,,
121107,1.34,2
121108,2.37,3
121109,1.76,2
121110,1.35,2
121111,3.65,3
121112,2.29,3
121113,4.3,3
121114,0.99,1
121115,1.03,1
121116,,1
121117,4.8,3
121118,0,1
121119,0.66,1
121120,1.39,2
121121,0.44,1
121122,0.7,1
121123,2.48,3
121124,3.73,3
121125,2.4,3
121126,4.88,3
121127,0.82,1
121128,4.7,3
121129,2.15,3
121130,,
121131,1.4,2
121132,,
121133,1.25,1
121134,0.96,1
121135,4.69,3
121136,1.7,2
121137,0.61,1
121138,3.73,3
121139,,
121140,0.56,1
121141,2.92,3
121142,,
121143,5,3
121144,1.39,2
121145,1.5,2
121146,,
121147,5,3
121148,0.38,1
121149,,3
121150,3.34,3
121151,,
121152,0.63,1
121153,0.89,1
121154,1,1
121155,,
121156,0.73,1
121157,2.49,3
121158,0.9,1
121159,1.53,2
121160,3.69,3
121161,2.31,3
121162,2.13,3
121163,,9
121164,0.8,1
121165,2.92,3
121166,1.19,1
121167,1.67,2
121168,1.04,1
121169,4.74,3
121170,0.49,1
121171,2.09,3
121172,1.19,1
121173,1.18,1
121174,4.37,3
121175,1.54,2
121176,2.14,3
121177,0.59,1
121178,4.43,3
121179,,1
121180,1.29,1
121181,,
121182,2.87,3
121183,3.33,3
121184,2.1,3
121185,,1
121186,1.17,1
121187,0.76,1
121188,1.19,1
121189,2.56,3
121190,2.59,3
121191,0.67,1
121192,0.71,1
121193,1.56,2
121194,3.38,3
121195,2.58,3
121196,2.44,3
121197,0.99,1
121198,4.49,3
121199,4.77,3
121200,,9
121201,3.02,3
121202,1.05,1
121203,1.98,3
121204,5,3
121205,0,1
121206,5,3
121207,2.96,3
121208,0.33,1
121209,,
121210,,9
121211,3.34,3
121212,0.92,1
121213,1.88,3
121214,,
121215,1.09,1
121216,1.25,1
121217,,1
121218,0.13,1
121219,2.8,3
121220,0.93,1
121221,3.73,3
121222,1.27,1
121223,1.53,2
121224,0.96,1
121225,0.8,1
121226,2.5,3
121227,2.04,3
121228,0.98,1
121229,2.39,3
121230,3.64,3
121231,1.7,2
121232,,
121233,1.66,2
121234,1.39,2
121235,1.95,3
121236,0.52,1
121237,3.1,3
121238,3.38,3
121239,,2
121240,4.97,3
121241,0.24,1
121242,1.02,1
121243,2.27,3
121244,1.11,1
121245,,2
121246,2.96,3
121247,,1
121248,0.58,1
121249,0.9,1
121250,2.22,3
121251,1.35,2
121252,,1
121253,1.28,1
121254,1.92,3
121255,1.91,3
121256,0,1
121257,1.91,3
121258,1.22,1
121259,1.53,2
121260,2.49,3
121261,1.83,2
121262,2.99,3
121263,2.81,3
121264,,7
121265,3.68,3
121266,0.39,1
121267,,9
121268,0,1
121269,1.39,2
121270,1.99,3
121271,,9
121272,2.82,3
121273,4.66,3
121274,,3
121275,1.43,2
121276,,3
121277,3.38,3
121278,0.92,1
121279,3.46,3
121280,4.5,3
121281,0.41,1
121282,0.35,1
121283,0.86,1
121284,1.25,1
121285,3.69,3
121286,2.6,3
121287,5,3
121288,0.39,1
121289,,
121290,5,3
121291,3.92,3
121292,0.96,1
121293,0.77,1
121294,5,3
121295,1.85,2
121296,1.26,1
121297,1.67,2
121298,2.57,3
121299,4.88,3
121300,0.4,1
121301,2.92,3
121302,,
121303,2.5,3
121304,,2
121305,0.96,1
121306,1.42,2
121307,0.9,1
121308,2.26,3
121309,1.2,1
121310,2.56,3
121311,1.46,2
121312,1.22,1
121313,1.42,2
121314,,9
121315,0.79,1
121316,0.69,1
121317,0.54,1
121318,0.96,1
121319,,3
121320,0.4,1
121321,,3
121322,,
121323,5,3
121324,1.55,2
121325,,9
121326,2.81,3
121327,3.96,3
121328,5,3
121329,1.67,2
121330,5,3
121331,3.21,3
121332,2.13,3
121333,3.46,3
121334,,2
121335,,3
121336,5,3
121337,0.6,1
121338,0,1
121339,0.18,1
121340,,
121341,1,1
121342,0,1
121343,0.76,1
121344,0.73,1
121345,0.41,1
121346,1.78,2
121347,2.44,3
121348,3.13,3
121349,,
121350,0,1
121351,4.59,3
121352,0.63,1
121353,0.98,1
121354,0.65,1
121355,1.42,2
121356,0.45,1
121357,,
121358,1.37,2
121359,0.87,1
121360,3.47,3
121361,0,1
121362,0.72,1
121363,1.21,1
121364,0.39,1
121365,0,1
121366,1.01,1
121367,,
121368,5,3
121369,0.49,1
121370,0,1
121371,0.5,1
121372,1.84,2
121373,2.51,3
121374,1.59,2
121375,0.73,1
121376,1.04,1
121377,1.97,3
121378,4.27,3
121379,0.9,1
121380,0.29,1
121381,2.28,3
121382,,
121383,5,3
121384,3.65,3
121385,0.82,1
121386,0,1
121387,5,3
121388,,3
121389,0.5,1
121390,0.47,1
121391,,9
121392,3.84,3
121393,2.39,3
121394,0.69,1
121395,0.35,1
121396,2.04,3
121397,1.24,1
121398,4.39,3
121399,1.22,1
121400,,
121401,1.15,1
121402,0.82,1
121403,1.73,2
121404,,
121405,0.4,1
121406,0.9,1
121407,,
121408,0.53,1
121409,2.49,3
121410,2.38,3
121411,5,3
121412,3.04,3
121413,1.19,1
121414,1.41,2
121415,0,1
121416,,2
121417,,3
121418,,3
121419,,1
121420,2.13,3
121421,0.99,1
121422,0.75,1
121423,,3
121424,2.92,3
121425,,9
121426,0.98,1
121427,,2
121428,5,3
121429,0.51,1
121430,0.63,1
121431,1.03,1
121432,3.69,3
121433,3.26,3
121434,0,1
121435,,9
121436,5,3
121437,1.15,1
121438,5,3
121439,0.56,1
121440,,3
121441,,
121442,1.98,3
121443,0.49,1
121444,,
121445,0.9,1
121446,,
121447,2.8,3
121448,2.22,3
121449,3.27,3
121450,2.71,3
121451,,
121452,0.89,1
121453,,3
121454,1.51,2
121455,1.77,2
121456,1.39,2
121457,2,3
121458,3.35,3
121459,0,1
121460,0.73,1
121461,,1
121462,1.35,2
121463,2.04,3
121464,1.72,2
121465,2.93,3
121466,2.89,3
121467,1.21,1
121468,4.49,3
121469,0.63,1
121470,,
121471,,9
121472,4.78,3
121473,2.98,3
121474,,3
121475,0.55,1
121476,0.41,1
121477,,1
121478,0.82,1
121479,2.97,3
121480,1,1
121481,,3
121482,2.39,3
121483,3.82,3
121484,2.35,3
121485,,3
121486,0.33,1
121487,1.84,2
121488,1.17,1
121489,3.19,3
121490,,3
121491,0.49,1
121492,1.43,2
121493,,3
121494,,1
121495,4.66,3
121496,2.81,3
121497,5,3
121498,5,3
121499,1.91,3
121500,0.98,1
121501,0.63,1
121502,4.01,3
121503,,
121504,0.91,1
121505,3.48,3
121506,4.7,3
121507,2.92,3
121508,,3
121509,2.97,3
121510,0.82,1
121511,0.28,1
121512,1.47,2
121513,3.47,3
121514,4.39,3
121515,5,3
121516,5,3
121517,4.21,3
121518,2.38,3
121519,2.21,3
121520,5,3
121521,2.43,3
121522,,1
121523,0.84,1
121524,1.18,1
121525,4.75,3
121526,1.3,1
121527,3.03,3
121528,1.02,1
121529,2.04,3
121530,0,1
121531,,7
121532,0.69,1
121533,1.18,1
121534,3.69,3
121535,5,3
121536,1.09,1
121537,0.36,1
121538,0,1
121539,0.33,1
121540,2.15,3
121541,1.17,1
121542,2.22,3
121543,1.63,2
121544,,1
121545,1.03,1
121546,0,1
121547,3.26,3
121548,2.55,3
121549,0.59,1
121550,5,3
121551,2.92,3
121552,3.69,3
121553,1.45,2
121554,1.86,3
121555,0.92,1
121556,3.98,3
121557,,3
121558,,
121559,2.48,3
121560,0.77,1
121561,1.73,2
121562,0.67,1
121563,5,3
121564,,
121565,0.29,1
121566,,9
121567,5,3
121568,0.92,1
121569,0.91,1
121570,0.96,1
121571,,
121572,5,3
121573,1.12,1
121574,1.63,2
121575,0.33,1
121576,4.04,3
121577,,1
121578,5,3
121579,,3
121580,1.43,2
121581,0.76,1
121582,0.3,1
121583,0.5,1
121584,4.77,3
121585,2.08,3
121586,0.22,1
121587,,
121588,2.41,3
121589,1,1
121590,4.88,3
121591,1.46,2
121592,1.1,1
121593,1.31,2
121594,0.78,1
121595,0.67,1
121596,0.73,1
121597,0.73,1
121598,,3
121599,,
121600,1.91,3
121601,1.54,2
121602,0.69,1
121603,1.28,1
121604,4.91,3
121605,2.73,3
121606,1.58,2
121607,2.96,3
121608,4.66,3
121609,0.92,1
121610,4.78,3
121611,1.77,2
121612,5,3
121613,0.99,1
121614,1.83,2
121615,5,3
121616,4.97,3
121617,1.37,2
121618,1.29,1
121619,0.91,1
121620,1.44,2
121621,,
121622,5,3
121623,,
121624,1.86,3
121625,,3
121626,5,3
121627,2.87,3
121628,0.44,1
121629,0,1
121630,2.48,3
121631,0.29,1
121632,0.77,1
121633,0.74,1
121634,0.29,1
121635,,
121636,5,3
121637,2.77,3
121638,,2
121639,1.63,2
121640,5,3
121641,2.15,3
121642,1.67,2
121643,1.91,3
121644,1.13,1
121645,2.3,3
121646,3.21,3
121647,2.22,3
121648,4.48,3
121649,1.44,2
121650,1.6,2
121651,2.03,3
121652,2.17,3
121653,3.46,3
121654,2.96,3
121655,,
121656,1.42,2
121657,3.75,3
121658,2.35,3
121659,2.67,3
121660,0.89,1
121661,,
121662,1.45,2
121663,4.18,3
121664,1.61,2
121665,2.93,3
121666,,3
121667,,
121668,1.71,2
121669,4.43,3
121670,5,3
121671,0.57,1
121672,,2
121673,0.73,1
121674,0.46,1
121675,,
121676,3.48,3
121677,1.43,2
121678,,
121679,0.2,1
121680,,9
121681,1.75,2
121682,2.55,3
121683,,3
121684,1.91,3
121685,0.93,1
121686,,2
121687,,3
121688,,
121689,3.22,3
121690,0.69,1
121691,,2
121692,3.75,3
121693,5,3
121694,5,3
121695,1.48,2
121696,4.32,3
121697,1.73,2
121698,4.42,3
121699,2.55,3
121700,5,3
121701,4.43,3
121702,3.66,3
121703,0.16,1
121704,4.27,3
121705,1.51,2
121706,1.84,2
121707,5,3
121708,0.85,1
121709,2.63,3
121710,3.98,3
121711,1.54,2
121712,2.04,3
121713,0.83,1
121714,0.15,1
121715,3.82,3
121716,1.29,1
121717,2.24,3
121718,1.4,2
121719,2.92,3
121720,2.21,3
121721,4.01,3
121722,,3
121723,1.2,1
121724,,3
121725,5,3
121726,5,3
121727,1.98,3
121728,0.91,1
121729,,
121730,1.91,3
121731,0.53,1
121732,5,3
121733,1.86,3
121734,0.74,1
121735,1.92,3
121736,2.39,3
121737,2.94,3
121738,1.25,1
121739,1.12,1
121740,4.17,3
121741,2.51,3
121742,0.21,1
121743,0.63,1
121744,3.55,3
121745,2.08,3
121746,1.54,2
121747,0.96,1
121748,4.16,3
121749,0.98,1
121750,0.4,1
121751,0.62,1
121752,,
121753,,9
121754,0.71,1
121755,5,3
121756,1.97,3
121757,2.1,3
121758,1.16,1
121759,,
121760,2.8,3
121761,,3
121762,3.95,3
121763,0.82,1
121764,1.54,2
121765,1.86,3
121766,0.64,1
121767,0.45,1
121768,1.12,1
121769,5,3
121770,0.06,1
121771,,2
121772,0.96,1
121773,1.09,1
121774,2.33,3
121775,5,3
121776,3.05,3
121777,0,1
121778,,
121779,1.04,1
121780,,
121781,,
121782,0.94,1
121783,1.67,2
121784,1,1
121785,2.35,3
121786,1.27,1
121787,0,1
121788,1.84,2
121789,,9
121790,,3
121791,0.93,1
121792,,9
121793,1.92,3
121794,5,3
121795,4.66,3
121796,1.35,2
121797,0.65,1
121798,0.33,1
121799,5,3
121800,,1
121801,5,3
121802,0,1
121803,,1
121804,1.35,2
121805,2.06,3
121806,1.37,2
121807,1.01,1
121808,2.36,3
121809,1.76,2
121810,3.38,3
121811,0.76,1
121812,1.82,2
121813,1.46,2
121814,,3
121815,0.82,1
121816,2.19,3
121817,0,1
121818,0.31,1
121819,,
121820,,1
121821,,1
121822,5,3
121823,5,3
121824,2.92,3
121825,5,3
121826,0.93,1
121827,3.67,3
121828,0.72,1
121829,2.24,3
121830,3.94,3
121831,1.48,2
121832,,9
121833,3.36,3
121834,,
121835,2.37,3
121836,2.82,3
121837,5,3
121838,2.24,3
121839,,9
121840,0.78,1
121841,2.15,3
121842,,
121843,1.02,1
121844,1.29,1
121845,0,1
121846,3.19,3
121847,5,3
121848,,1
121849,2.4,3
121850,2.96,3
121851,5,3
121852,,
121853,0.37,1
121854,1.39,2
121855,0,1
121856,,1
121857,,9
121858,5,3
121859,2.04,3
121860,3.26,3
121861,1.92,3
121862,0.8,1
121863,0.95,1
121864,,2
121865,4.18,3
121866,1.09,1
121867,1.35,2
121868,4.7,3
121869,,1
121870,1.45,2
121871,4.3,3
121872,4.37,3
121873,,9
121874,,3
121875,1.63,2
121876,0.78,1
121877,3.38,3
121878,2.87,3
121879,0.57,1
121880,0.93,1
121881,0.33,1
121882,,9
121883,1.83,2
121884,,
121885,1.46,2
121886,,9
121887,3.18,3
121888,0.59,1
121889,0.9,1
121890,,3
121891,0.56,1
121892,5,3
121893,5,3
121894,,1
121895,1.46,2
121896,1.15,1
121897,0,1
121898,0.24,1
121899,5,3
121900,1.86,3
121901,1.91,3
121902,1.17,1
121903,1.19,1
121904,3.76,3
121905,0.52,1
121906,2.33,3
121907,1.29,1
121908,0.73,1
121909,1.09,1
121910,0.29,1
121911,0.69,1
121912,1.15,1
121913,0.49,1
121914,5,3
121915,1.13,1
121916,2.36,3
121917,,
121918,0.34,1
121919,0.49,1
121920,5,3
121921,4.05,3
121922,5,3
121923,2.96,3
121924,1.39,2
121925,,7
121926,5,3
121927,4.01,3
121928,5,3
121929,2.49,3
121930,5,3
121931,4.7,3
121932,1.11,1
121933,0.68,1
121934,1.24,1
121935,2.92,3
121936,0.73,1
121937,,9
121938,0.58,1
121939,3.73,3
121940,0.44,1
121941,,
121942,,9
121943,,
121944,0,1
121945,2.37,3
121946,2.94,3
121947,5,3
121948,0,1
121949,5,3
121950,,9
121951,2.01,3
121952,2,3
121953,0.24,1
121954,0.9,1
121955,0.78,1
121956,,9
121957,,
121958,2.55,3
121959,4.67,3
121960,1.18,1
121961,4.62,3
121962,,9
121963,4.62,3
121964,1.91,3
121965,,3
121966,,
121967,0.9,1
121968,3.78,3
121969,2.62,3
121970,5,3
121971,0.75,1
121972,4.62,3
121973,2.49,3
121974,,
121975,2.49,3
121976,,
121977,1.09,1
121978,4.05,3
121979,1.19,1
121980,0.51,1
121981,1.63,2
121982,1.2,1
121983,,
121984,,
121985,0.35,1
121986,5,3
121987,1.26,1
121988,1.16,1
121989,0.86,1
121990,0.73,1
121991,3.06,3
121992,2.84,3
121993,,
121994,2.88,3
121995,5,3
121996,0.73,1
121997,0.49,1
121998,5,3
121999,2.08,3
122000,,
122001,1.63,2
122002,,9
122003,0.72,1
122004,,3
122005,1.07,1
122006,2.01,3
122007,1.99,3
122008,0,1
122009,,9
122010,1.86,3
122011,3.21,3
122012,4.11,3
122013,3.55,3
122014,0.8,1
122015,0.29,1
122016,0.55,1
122017,0.48,1
122018,3.25,3
122019,1.4,2
122020,0.32,1
122021,,2
122022,2.66,3
122023,4.43,3
122024,,7
122025,0.75,1
122026,0.23,1
122027,0.69,1
122028,,1
122029,2.92,3
122030,0.25,1
122031,1.37,2
122032,2.02,3
122033,5,3
122034,,2
122035,0.15,1
122036,,3
122037,3.26,3
122038,1.69,2
122039,5,3
122040,,
122041,2.08,3
122042,,3
122043,1.58,2
122044,4.49,3
122045,3.38,3
122046,0.88,1
122047,2.96,3
122048,3.8,3
122049,,3
122050,2.35,3
122051,5,3
122052,2.99,3
122053,5,3
122054,3.19,3
122055,5,3
122056,,9
122057,0.55,1
122058,2.97,3
122059,0.61,1
122060,3.9,3
122061,3.46,3
122062,2.7,3
122063,,2
122064,2.03,3
122065,1.95,3
122066,0.97,1
122067,0.46,1
122068,3,3
122069,4.88,3
122070,2.53,3
122071,1.04,1
122072,,1
122073,,9
122074,3.66,3
122075,,1
122076,1.11,1
122077,,
122078,1.75,2
122079,1.73,2
122080,2.12,3
122081,2.59,3
122082,1.11,1
122083,,3
122084,0.53,1
122085,5,3
122086,,2
122087,0.95,1
122088,1.97,3
122089,5,3
122090,0.86,1
122091,1.4,2
122092,0.73,1
122093,,3
122094,1.66,2
122095,,3
122096,,3
122097,3.88,3
122098,0.92,1
122099,0.69,1
122100,1.07,1
122101,4.75,3
122102,5,3
122103,1.02,1
122104,,1
122105,,
122106,1.76,2
122107,0.57,1
122108,5,3
122109,0.79,1
122110,0.85,1
122111,,3
122112,,3
122113,4.15,3
122114,5,3
122115,,9
122116,1.17,1
122117,,7
122118,0.87,1
122119,0.14,1
122120,2.17,3
122121,2.69,3
122122,5,3
122123,4.77,3
122124,0,1
122125,0.56,1
122126,1.49,2
122127,0.98,1
122128,1.48,2
122129,4.43,3
122130,0.12,1
122131,,9
122132,,
122133,,
122134,,
122135,1.09,1
122136,1.15,1
122137,,
122138,,
122139,1.25,1
122140,,3
122141,1.22,1
122142,2.8,3
122143,1.4,2
122144,0.77,1
122145,0.92,1
122146,,3
122147,0.57,1
122148,1.06,1
122149,0.41,1
122150,,
122151,3.91,3
122152,3.39,3
122153,5,3
122154,5,3
122155,,1
122156,0.96,1
122157,0.72,1
122158,0.64,1
122159,1.4,2
122160,,9
122161,2.08,3
122162,1.67,2
122163,3.25,3
122164,1.51,2
122165,3.02,3
122166,,9
122167,2.33,3
122168,2.88,3
122169,,9
122170,0.73,1
122171,0.36,1
122172,2.35,3
122173,1.03,1
122174,2.04,3
122175,0.44,1
122176,5,3
122177,2,3
122178,1.04,1
122179,4.88,3
122180,,
122181,0.49,1
122182,0.39,1
122183,0.57,1
122184,1.9,3
122185,0.79,1
122186,0.73,1
122187,,2
122188,5,3
122189,3.69,3
122190,1.5,2
122191,0.23,1
122192,1.85,2
122193,1.76,2
122194,0.88,1
122195,1.46,2
122196,0.73,1
122197,3.58,3
122198,4.59,3
122199,0.73,1
122200,1.65,2
122201,2.92,3
122202,2.8,3
122203,2.1,3
122204,5,3
122205,1.39,2
122206,,
122207,5,3
122208,2.31,3
122209,0.88,1
122210,0,1
122211,1.21,1
122212,4.26,3
122213,1,1
122214,4.8,3
122215,2.94,3
122216,1.85,2
122217,4.97,3
122218,0.92,1
122219,0.73,1
122220,1,1
122221,1.2,1
122222,5,3
122223,5,3
122224,,1
122225,2.94,3
122226,,1
122227,0.74,1
122228,5,3
122229,1.77,2
122230,5,3
122231,,
122232,5,3
122233,0,1
122234,1.01,1
122235,3.38,3
122236,,
122237,2.79,3
122238,2.87,3
122239,1.67,2
122240,3.65,3
122241,1.67,2
122242,,7
122243,,1
122244,0.89,1
122245,,
122246,3.97,3
122247,1.22,1
122248,1.96,3
122249,5,3
122250,2.31,3
122251,,
122252,3.46,3
122253,1.46,2
122254,0.92,1
122255,,3
122256,0.93,1
122257,3.64,3
122258,,2
122259,,7
122260,3.55,3
122261,3,3
122262,1.32,2
122263,,
122264,3.55,3
122265,1.42,2
122266,1.42,2
122267,0.53,1
122268,5,3
122269,,
122270,1.69,2
122271,3.56,3
122272,5,3
122273,0.68,1
122274,0.29,1
122275,,9
122276,5,3
122277,,1
122278,3.41,3
122279,4.88,3
122280,0.82,1
122281,1.46,2
122282,,2
122283,5,3
122284,1.56,2
122285,1.2,1
122286,0.95,1
122287,5,3
122288,1.77,2
122289,1.06,1
122290,0.97,1
122291,1.77,2
122292,0.98,1
122293,,
122294,,1
122295,5,3
122296,1.37,2
122297,3.31,3
122298,0.29,1
122299,4.85,3
122300,1.91,3
122301,,3
122302,2.97,3
122303,0,1
122304,,9
122305,3.17,3
122306,1.74,2
122307,1.21,1
122308,4.17,3
122309,2.84,3
122310,,9
122311,0.7,1
122312,,3
122313,1.71,2
122314,,
122315,2.29,3
122316,0.68,1
122317,,9
122318,1.85,2
122319,1.84,2
122320,0.24,1
122321,,3
122322,1.42,2
122323,3.18,3
122324,3.55,3
122325,,
122326,5,3
122327,0.95,1
122328,0.44,1
122329,1.59,2
122330,3.65,3
122331,0.73,1
122332,1.16,1
122333,,1
122334,0.48,1
122335,2.88,3
122336,0.14,1
122337,1.15,1
122338,,9
122339,,
122340,1.6,2
122341,5,3
122342,3.19,3
122343,0.46,1
122344,0.62,1
122345,3.73,3
122346,0.75,1
122347,1.53,2
122348,,3
122349,0.73,1
122350,3.64,3
122351,5,3
122352,5,3
122353,,2
122354,1.9,3
122355,3.26,3
122356,0.4,1
122357,,9
122358,,
122359,1.19,1
122360,2.14,3
122361,2.7,3
122362,0.29,1
122363,2.08,3
122364,,
122365,5,3
122366,1.72,2
122367,2.21,3
122368,1.22,1
122369,1.48,2
122370,,
122371,,3
122372,4.87,3
122373,,
122374,3.96,3
122375,2.19,3
122376,0.89,1
122377,0.33,1
122378,1.49,2
122379,0.5,1
122380,5,3
122381,,
122382,2.87,3
122383,4.25,3
122384,5,3
122385,,
122386,,3
122387,1.42,2
122388,1.89,3
122389,,1
122390,0,1
122391,3.82,3
122392,,2
122393,2.51,3
122394,2.96,3
122395,5,3
122396,0,1
122397,4.7,3
122398,,9
122399,1.14,1
122400,4.32,3
122401,1.48,2
122402,,
122403,3.98,3
122404,,3
122405,5,3
122406,1.29,1
122407,1.22,1
122408,0.65,1
122409,0.74,1
122410,2.39,3
122411,2.33,3
122412,1.91,3
122413,1.59,2
122414,5,3
122415,1.57,2
122416,3.69,3
122417,1.42,2
122418,1.13,1
122419,4.04,3
122420,,9
122421,0.96,1
122422,1.14,1
122423,1.31,2
122424,0.89,1
122425,,2
122426,,
122427,0.96,1
122428,,9
122429,1.07,1
122430,3.26,3
122431,,9
122432,0.83,1
122433,3.39,3
122434,5,3
122435,2.35,3
122436,5,3
122437,5,3
122438,1.47,2
122439,0.59,1
122440,0.94,1
122441,3.73,3
122442,5,3
122443,2.92,3
122444,1.46,2
122445,4.97,3
122446,,9
122447,0.8,1
122448,5,3
122449,3.73,3
122450,2.77,3
122451,1.73,2
122452,,3
122453,,2
122454,1.46,2
122455,5,3
122456,1.19,1
122457,0.81,1
122458,0.92,1
122459,2.08,3
122460,1.55,2
122461,,9
122462,2.71,3
122463,3.66,3
122464,1.47,2
122465,0,1
122466,1.27,1
122467,,1
122468,1.69,2
122469,4.78,3
122470,1.99,3
122471,1.43,2
122472,2.66,3
122473,2.92,3
122474,,
122475,,1
122476,2.44,3
122477,0.51,1
122478,4.38,3
122479,0.5,1
122480,1.66,2
122481,,
122482,4.88,3
122483,0.92,1
122484,,3
122485,,9
122486,0.88,1
122487,0.19,1
122488,2.84,3
122489,5,3
122490,3.87,3
122491,1.97,3
122492,1.18,1
122493,0.99,1
122494,,3
122495,0.6,1
122496,3.19,3
122497,4.13,3
122498,1.49,2
122499,5,3
122500,1.38,2
122501,1.47,2
122502,1.77,2
122503,1.53,2
122504,0.2,1
122505,2.37,3
122506,0.67,1
122507,0.69,1
122508,2.59,3
122509,1.17,1
122510,0.9,1
122511,,1
122512,4.78,3
122513,0,1
122514,0.89,1
122515,,
122516,0.28,1
122517,1.99,3
122518,1.76,2
122519,,1
122520,5,3
122521,2.35,3
122522,1.44,2
122523,1.75,2
122524,,
122525,,
122526,2.04,3
122527,0.39,1
122528,,
122529,3.35,3
122530,3.75,3
122531,3.64,3
122532,0.82,1
122533,3.08,3
122534,0.35,1
122535,2.94,3
122536,0.99,1
122537,,
122538,1.31,2
122539,1.78,2
122540,,3
122541,,9
122542,0.79,1
122543,1.59,2
122544,2.13,3
122545,,1
122546,0.96,1
122547,0.14,1
122548,1.54,2
122549,1.82,2
122550,1,1
122551,2.63,3
122552,5,3
122553,0.71,1
122554,5,3
122555,1.26,1
122556,3.39,3
122557,1,1
122558,1.24,1
122559,2.75,3
122560,3.87,3
122561,,1
122562,,
122563,0.73,1
122564,,1
122565,0.99,1
122566,1.41,2
122567,1.69,2
122568,0.53,1
122569,1.18,1
122570,3.09,3
122571,0.77,1
122572,0,1
122573,5,3
122574,1.48,2
122575,4.98,3
122576,,1
122577,0.29,1
122578,1.09,1
122579,1.21,1
122580,1.27,1
122581,5,3
122582,1.2,1
122583,1.22,1
122584,1.73,2
122585,,
122586,3.09,3
122587,1.93,3
122588,3.75,3
122589,0.89,1
122590,1.72,2
122591,,9
122592,2.14,3
122593,1.96,3
122594,,9
122595,4.62,3
122596,,9
122597,1.52,2
122598,3.28,3
122599,,
122600,2.11,3
122601,4.8,3
122602,2.55,3
122603,1.46,2
122604,1.17,1
122605,0,1
122606,3.35,3
122607,3.47,3
122608,0.84,1
122609,5,3
122610,2.84,3
122611,3.73,3
122612,2.78,3
122613,0.98,1
122614,3.26,3
122615,5,3
122616,2.86,3
122617,2.64,3
122618,0.76,1
122619,,9
122620,2.49,3
122621,5,3
122622,1.37,2
122623,0.96,1
122624,5,3
122625,1.54,2
122626,,7
122627,0.99,1
122628,0.82,1
122629,5,3
122630,,3
122631,2.78,3
122632,3.67,3
122633,0.25,1
122634,0.57,1
122635,0.88,1
122636,2.71,3
122637,0.94,1
122638,,1
122639,1.76,2
122640,0.63,1
122641,0.98,1
122642,,
122643,2.99,3
122644,2.4,3
122645,5,3
122646,3.34,3
122647,0.98,1
122648,1.13,1
122649,1.44,2
122650,0.83,1
122651,1.94,3
122652,5,3
122653,4.62,3
122654,4.18,3
122655,1.25,1
122656,1.07,1
122657,3.95,3
122658,5,3
122659,5,3
122660,0.49,1
122661,,1
122662,0.87,1
122663,3.65,3
122664,2.8,3
122665,,
122666,0.13,1
122667,,9
122668,0.73,1
122669,0.51,1
122670,1.78,2
122671,0.21,1
122672,4.77,3
122673,0.92,1
122674,,9
122675,,3
122676,5,3
122677,2.33,3
122678,0,1
122679,2.16,3
122680,1.31,2
122681,,3
122682,0.15,1
122683,1.62,2
122684,,
122685,1.78,2
122686,3.14,3
122687,1.05,1
122688,,
122689,0.48,1
122690,2.43,3
122691,,7
122692,0.07,1
122693,2.5,3
122694,3.47,3
122695,0.31,1
122696,2.33,3
122697,1.07,1
122698,0.92,1
122699,0.73,1
122700,5,3
122701,0.14,1
122702,1,1
122703,4.87,3
122704,4.17,3
122705,,9
122706,5,3
122707,1.33,2
122708,1.42,2
122709,1.13,1
122710,1.12,1
122711,4.38,3
122712,0.69,1
122713,3.57,3
122714,,3
122715,1.21,1
122716,0.51,1
122717,,3
122718,1.13,1
122719,1.21,1
122720,0.81,1
122721,1.13,1
122722,0.82,1
122723,0.59,1
122724,2.77,3
122725,1.7,2
122726,1.49,2
122727,1.69,2
122728,,9
122729,0.3,1
122730,0.86,1
122731,5,3
122732,1.99,3
122733,1.34,2
122734,0.67,1
122735,0.78,1
122736,0.7,1
122737,1.16,1
122738,,3
122739,2.58,3
122740,0.98,1
122741,4.23,3
122742,4.88,3
122743,2.7,3
122744,4.04,3
122745,0.89,1
122746,4.5,3
